Aggregate (Gravel or Crushed Rock),Kilogram,0.083,0.12,0.01,0.50,0.0048,0.0052,,,Estimated from measured UK industrial fuel consumption data,
Toughened,Kilogram,23.50,,,,1.27,1.35,,,Only three data sources,
General Insulation,Kilogram,45.00,,,,1.86,,,,Estimated from typical market shares. Feedstock Energy 16.5 MJ/kg  (Included),
Cellular Glass,Kilogram,27.00,,,,,,,,,54
Cellulose ,Kilogram,2.12,,0.94,3.3,,,,,,
Cork,Kilogram,4.00,,,,0.19,,,,,55
Fibreglass (Glasswool),Kilogram,28.00,,,,1.35,,,,Poor data difficult to select appropriate value,
Flax (Insulation),Kilogram,39.50,,,,1.70,,,,5.97 MJ/kg Feedstock Energy  (Included),
Mineral wool,Kilogram,16.60,,,,1.20,1.28,,,,
Paper wool,Kilogram,20.17,,,,0.63,,,,,41
Rockwool,Kilogram,16.80,,,,1.05,1.12,,,Cradle to Grave,
Woodwool (loose),Kilogram,10.80,,,,,,,,,205
Woodwool (Board),Kilogram,20.00,,,,0.98,,,,,55
Wool (Recycled) ,Kilogram,20.90,,,,,,,,,63-201-202-281
Iron,Kilogram,25.00,,,,1.91,2.03,,,It was difficult to estimate the embodied energy and carbon of iron with the data available.,
Lead,Kilogram,25.21,,,,1.57,1.67,,,"Allocated (divided) on a mass basis, assumes recycling rate of 61%",
Virgin Lead,Kilogram,49.00,,,,3.18,3.37,,,,
Recycled Lead,Kilogram,10.00,,,,0.54,0.58,,,Scrap batteries are a main feedstock for recycled lead,
Lime,Kilogram,5.30,,,,0.76,0.78,,,Embodied carbon was difficult to estimate,
Linoleum,Kilogram,25.00,,,,1.21,,,,"Data difficult to select, large data range.",
Asbestos,Kilogram,7.40,,,,,,,,,4
Calcium Silicate Sheet,Kilogram,2.00,,,,0.13,,,,,55
Chromium,Kilogram,83,,,,5.39,,,,,22
"Cotton, Padding",Kilogram,27.10,,,,1.28,,,,,38
"Cotton, Fabric",Kilogram,143,,,,6.78,,,,,38
Damp Proof Course/Membrane,Kilogram,134,,,,4.20,,,,Uncertain estimate.,
Felt General,Kilogram,36,,,,,,,,,
Flax,Kilogram,33.50,,,,1.70,,,,,2
Fly Ash,Kilogram,0.10,,,,0.008,,,,No allocation from fly ash producing system.,
Grit,Kilogram,0.12,,,,0.01,,,,,114
Ground Limestone,Kilogram,0.62,,,,0.032,,,,,
Carpet Grout,Kilogram,30.80,,,,,,,,,169
Glass Reinforced Plastic - GRP - Fibreglass,Kilogram,100,,,,8.10,,,,,1
Lithium,Kilogram,853,,,,5.30,,,,,22
Mandolite,Kilogram,63,,,,1.40,,,,,1
Mineral Fibre Tile (Roofing),Kilogram,37,,,,2.70,,,,,1
Manganese,Kilogram,52,,,,3.50,,,,,22
Mercury,Kilogram,87,,,,4.94,,,,,22
Molybedenum,Kilogram,378,,,,30.30,,,,,22
Nickel,Kilogram,164,,,,12.40,,,,,114
Perlite - Expanded,Kilogram,10.00,,,,0.52,,,,,114
Perlite - Natural,Kilogram,0.66,,,,0.03,,,,,114
Quartz powder,Kilogram,0.85,,,,0.02,,,,,114
Shingle,Kilogram,11.30,,,,0.30,,,,,70
Silicon,Kilogram,2355,,,,,,,,,167
Slag (GGBS),Kilogram,1.60,,,,0.083,,,,"Ground Granulated Blast Furnace Slag (GGBS), economic allocation.",
Silver,Kilogram,128.20,,,,6.31,,,,,148
Straw,Kilogram,0.24,,,,0.01,,,,,63-201-202-281
Terrazzo Tiles,Kilogram,1.40,,,,0.12,,,,,1
Vanadium,Kilogram,3710,,,,228,,,,,22
Vermiculite - Expanded,Kilogram,7.20,,,,0.52,,,,,114
Vermiculite - Natural,Kilogram,0.72,,,,0.03,,,,,114
Vicuclad,Kilogram,70.00,,,,,,,,,1
Water,Kilogram,0.01,,,,0.001,,,,,
Wax,Kilogram,52.00,,,,,,,,,169
Wood stain/Varnish,Kilogram,50.00,,,,5.35,,,,,1
Yttrium,Kilogram,1470,,,,84.00,,,,,22
Zirconium,Kilogram,1610,,,,97.20,,,,,22
Paint,Kilogram,70.00,,,,2.42,2.91,,,"Large variations in data, especially for embodied carbon. Includes feedstock energy. Water based paints have a 70% market share.  Water based paint has a lower embodied energy than solvent based paint.",
EXAMPLE: Single Coat,qudt:SquareMeter,10.50,,,,0.36,0.44,,,Assuming 6.66 qudt:SquareMeter Coverage per kg,
EXAMPLE: Double Coat,qudt:SquareMeter,21.00,,,,0.73,0.87,,,Assuming 3.33 qudt:SquareMeter Coverage per kg,
EXAMPLE: Triple Coat,qudt:SquareMeter,31.50,,,,1.09,1.31,,,Assuming 2.22 qudt:SquareMeter Coverage per kg,
Waterborne Paint,Kilogram,59.00,,,,2.12,2.54,,,Waterborne paint has a 70% of market share. Includes feedstock energy. ,
Solventborne Paint,Kilogram,97.00,,,,3.13,3.76,,,Solventborne paint has a 30% share of the market. Includes feedstock energy.  It was  difficult to estimate carbon emissions for Solventborne paint.,
 Paperboard (General for construction use),Kilogram,24.80,,,,1.29,,,,"Excluding calorific value  of wood, excludes carbon sequestration/biogenic carbon storage.",
Fine Paper,Kilogram,28.20,,,,1.49,,,,"Excluding CV of wood, excludes carbon sequestration",
     EXAMPLE: 1 packet A4 paper,Kilogram,70.50,,,,3.73,,,,"Standard 80g/qudt:SquareMeter printing paper, 500 sheets a pack. Doesn't include printing.",
Wallpaper,Kilogram,36.40,,,,1.93,,,,,
Paster (Gypsum),Kilogram,1.80,,,,0.12,0.13,,,"Problems selecting good value, inconsistent figures, West et al believe this is because of past aggregation of EE with cement",
Plasterboard,Kilogram,6.75,,,,0.38,0.39,,,"See Ref [WRAP] for further info on GWP data, including disposal impacts which are significant for Plasterboard.",
Plastic,Kilogram,80.50,,,,2.73,3.31,,,35.6 MJ/kg Feedstock Energy  (Included). Determined by the average use of each type of plastic used in the European construction industry.,
ABS,Kilogram,95.30,,,,3.05,3.76,,,48.6 MJ/kg Feedstock Energy  (Included),
General Polyethylene,Kilogram,83.10,,,,2.04,2.54,,,54.4 MJ/kg Feedstock Energy  (Included). Based on average consumption of types of polyethylene in European construction,
High Density Polyethylene (HDPE) Resin,Kilogram,76.70,,,,1.57,1.93,,,54.3 MJ/kg Feedstock Energy  (Included). Doesn’t include the final fabrication.,
HDPE Pipe,Kilogram,84.40,,,,2.02,2.52,,,55.1 MJ/kg Feedstock Energy  (Included),
Low Density Polyethylene (LDPE) Resin,Kilogram,78.10,,,,1.69,2.08,,,51.6 MJ/kg Feedstock Energy  (Included). Doesn't include the final fabrication,
LDPE Film,Kilogram,89.30,,,,2.13,2.60,,,55.2 MJ/kg Feedstock Energy (Included),
Nylon (Polyamide) 6 Polymer,Kilogram,120.50,,,,5.47,9.14,,,"38.6 MJ/kg Feedstock Energy  (Included). Doesn’t include final fabrication. Plastics Europe state that two thirds of nylon is used as fibres (textiles, carpets…etc) in Europe and that most of the remainder as injection mouldings. Dinitrogen monoxide and methane emissions are very significant contributors to GWP.",
"Nylon (polyamide) 6,6 Polymer",Kilogram,138.60,,,,6.54,7.92,,,50.7 MJ/kg Feedstock Energy  (Included). Doesn’t include final fabrication (i.e. injection moulding). See comments for Nylon 6 polymer.,
Polycarbonate,Kilogram,112.90,,,,6.03,7.62,,,36.7 MJ/kg Feedstock Energy  (Included). Doesn’t include final fabrication.,
"Polypropylene, Orientated Film",Kilogram,99.20,,,,2.97,3.43,,,55.7 MJ/kg Feedstock Energy  (Included).,
"Polypropylene, Injection Moulding",Kilogram,115.10,,,,3.93,4.49,,,"54 MJ/kg Feedstock Energy  (Included). If biomass benefits are included the CO2 may reduce to 3.85 kgCO2/kg, and GWP down to 4.41 kg CO2e/kg.",
Expanded Polystyrene,Kilogram,88.60,,,,2.55,3.29,,,46.2 MJ/kg Feedstock Energy  (Included),
General Purpose Polystyrene,Kilogram,86.40,,,,2.71,3.43,,,46.3 MJ/kg Feedstock Energy  (Included),
High Impact Polystyrene,Kilogram,87.40,,,,2.76,3.42,,,46.4 MJ/kg Feedstock Energy  (Included),
Thermoformed Expanded Polystyrene,Kilogram,109.20,,,,3.45,4.39,,,49.7 MJ/kg Feedstock Energy  (Included),
Polyurethane Flexible Foam,Kilogram,102.10,,,,4.06,4.84,,,33.47 MJ/kg Feedstock Energy  (Included). Poor data availability for feedstock energy,
Polyurethane Rigid Foam,Kilogram,101.50,,,,3.48,4.26,,,37.07 MJ/kg Feedstock Energy  (Included). Poor data availability for feedstock energy,
PVC General,Kilogram,77.20,,,,2.61,3.10,,,28.1 MJ/kg Feedstock Energy  (Included). Based on market average consumption of types of PVC in the European construction industry,
PVC Pipe,Kilogram,67.50,,,,2.56,3.23,,,"24.4 MJ/kg Feedstock Energy  (Included). If biomass benefits are included the CO2 may reduce to 2.51 kgCO2/kg, and GWP down to 3.23 kg CO2e/kg.",
Calendered Sheet PVC,Kilogram,68.60,,,,2.61,3.19,,,"24.4 MJ/kg Feedstock Energy  (Included). If biomass benefits are included the CO2 may reduce to 2.56 kgCO2/kg, and GWP down to 3.15 kg CO2e/kg.",
PVC Injection Moulding,Kilogram,95.10,,,,2.69,3.30,,,"35.1 MJ/kg Feedstock Energy  (Included). If biomass benefits are included the CO2 may reduce to 2.23 kgCO2/kg, and GWP down to 2.84 kg CO2e/kg.",
UPVC Film,Kilogram,69.40,,,,2.57,3.16,,,25.3 MJ/kg Feedstock Energy  (Included),
Rubber,Kilogram,91.00,,,,2.66,2.85,,,40 MJ/kg Feedstock Energy  (Included),
Sand,Kilogram,0.081,,,,0.0048,0.0051,,,Estimated from real UK industrial fuel consumption data,
Epoxide Resin,Kilogram,137.00,,,,5.70,,,,42.6 MJ/kg Feedstock Energy  (Included). Source: www.plasticseurope.org ,
Mastic Sealant,Kilogram,131.00,,,,,,,,,
Melamine Resin,Kilogram,97.00,,,,4.19,,,,Feedstock energy 18 MJ/kg - estimated from Reference. ,34
Phenol Formaldehyde,Kilogram,88.00,,,,2.98,,,,Feedstock energy 18 MJ/kg - estimated from Reference. ,34
Urea Formaldehyde,Kilogram,70.00,,,,2.76,,,,Feedstock energy 18 MJ/kg - estimated from Reference. ,34
Rammed Soil,Kilogram,0.45,,,,0.023,0.024,,,,
Cement stabilised soil @ 5%,Kilogram,0.68,,,,0.060,0.061,,,Assumed 5% cement content.,
Cement stabilised soil @ 8%,Kilogram,0.83,,,,0.082,0.084,,,Assumed 8% stabiliser content (6% cement and 2% lime).,
GGBS stabilised soil,Kilogram,0.65,,,,0.045,0.047,,,Assumed 8% stabiliser content (8% GGBS and 2% lime).,
Fly ash stabilised soil,Kilogram,0.56,,,,0.039,0.041,,,Assumed 10% stabiliser content (8% fly ash and 2% lime).,
Steel - UK  Average Recycled Content,Kilogram,20.10,,,,1.37,1.46,,,EU 3-average recycled content of 59%. Estimated from UK's consumption mixture of types of steel (excluding stainless). All data doesn't include the final cutting of the steel products to the specified dimensions or further fabrication activities. Estimated from World Steel Association (Worldsteel) LCA data.,
Virgin Steel,Kilogram,35.40,,,,2.71,2.89,,,,
Recycled Steel,Kilogram,9.40,,,,0.44,0.47,,,Could not collect strong statistics on consumption mix of recycled steel.,
Steel bar & rod - UK  Average Recycled Content,Kilogram,17.40,,,,1.31,1.40,,, EU 3-average recycled content of 59%,
Virgin Steel bar & rod,Kilogram,29.20,,,,2.59,2.77,,,,
Recycled Steel bar & rod,Kilogram,8.80,,,,0.42,0.45,,,,
Steel Coil (Sheet) - UK  Average Recycled Content,Kilogram,18.80,,,,1.30,1.38,,,Effective recycled content because recycling route is not typical.  EU 3-average recycled content of 59%,
Virgin Steel Coil,Kilogram,32.80,,,,2.58,2.74,,,,
"Steel Coil (Sheet), Galvanised - UK  Average Recycled Content",Kilogram,22.60,,,,1.45,1.54,,,Effective recycled content because recycling route is not typical.  EU 3-average recycled content of 59%,
"Virgin Steel Coil (Sheet), Galvanized",Kilogram,40.00,,,,2.84,3.01,,,,
Engineering steel - Recycled,Kilogram,13.10,,,,0.68,0.72,,,,
Steel Pipe- UK  Average Recycled Content,Kilogram,19.80,,,,1.37,1.45,,,Effective recycled content because recycling route is not typical.  EU 3-average recycled content of 59%,
Virgin Steel Pipe,Kilogram,34.70,,,,2.71,2.87,,,,
Steel Plate- UK  Average Recycled Content,Kilogram,25.10,,,,1.55,1.66,,,Effective recycled content because recycling route is not typical.  EU 3-average recycled content of 59%,
Virgin Steel Plate,Kilogram,45.40,,,,3.05,3.27,,,,
Steel Section- UK  Average Recycled Content,Kilogram,21.50,,,,1.42,1.53,,,,
Virgin Steel Section,Kilogram,38.00,,,,2.82,3.03,,,,
Recycled Steel Section,Kilogram,10.00,,,,0.44,0.47,,,,
Steel Wire - Virgin,Kilogram,36.00,,,,2.83,3.02,,,,
Stainless Steel,Kilogram,56.70,,,,6.15,,,,World average data from the Institute of Stainless Steel Forum (ISSF) life cycle inventory data. Selected data is for the most popular grade (304). Stainless steel does not have separate primary and recycled material production routes.,
General - R.O.W. Avg. Recy. Cont.,Kilogram,26.20,,,,1.90,2.03,,,Rest of World (non-E.U.) consumption of steel. 3 year average recycled content of 35.5%.,
General - World Avg. Recy. Cont.,Kilogram,25.30,,,,1.82,1.95,,,Whole world 3 year average recycled content of 39%.,
Bar & rod- R.O.W. Avg. Recy. Cont.,Kilogram,22.30,,,,1.82,1.95,,,Comments above apply. See material profile for further information.,
Bar & rod - World Avg. Recy. Cont.,Kilogram,21.60,,,,1.74,1.86,,,,
Coil - R.O.W. Avg. Recy. Cont.,Kilogram,24.40,,,,1.81,1.92,,,,
Coil - World Avg. Recy. Cont.,Kilogram,23.50,,,,1.74,1.85,,,,
"Coil, Galvanised - R.O.W. Avg. Recy. Cont.",Kilogram,29.50,,,,2.00,2.12,,,,
"Coil, Galvanised - World Avg. Recy. Cont.",Kilogram,28.50,,,,1.92,2.03,,,,
Pipe - R.O.W. Avg. Recy. Cont.,Kilogram,25.80,,,,1.90,2.01,,,,
Pipe - World Avg. Recy. Cont.,Kilogram,24.90,,,,1.83,1.94,,,,
Plate - R.O.W. Avg. Recy. Cont.,Kilogram,33.20,,,,2.15,2.31,,,,
Plate - World Avg. Recy. Cont.,Kilogram,32.00,,,,2.06,2.21,,,,
Section - R.O.W. Avg. Recy. Cont.,Kilogram,28.10,,,,1.97,2.12,,,,
Section - World Avg. Recy. Cont.,Kilogram,27.10,,,,1.89,2.03,,,,
Stone,Kilogram,1.26,,,,0.073,0.079,,,"ICE database average (statistic), uncertain. See material profile.",
Granite,Kilogram,11.00,,,,0.64,0.70,,,estimate,116
Limestone,Kilogram,1.50,,,,0.087,0.09,,,estimate,188
Marble,Kilogram,2.00,,,,0.116,0.13,,,,
Marble tile,Kilogram,3.33,,,,0.192,0.21,,,Ref. 40.,40
Sandstone,Kilogram,1.00,,,,0.058,0.06,,,Uncertain estimate,262
Shale,Kilogram,0.03,,,,0.002,0.002,,,,
Slate,Kilogram,0.55,,,,0.03,0.04,0.01,0.06,Large data range,
Timber,Kilogram,10.00,,,,0.710,0.398,0.310,0.410,Estimated from UK consumption mixture of timber products in 2007 (Timber Trade Federation statistics). Includes 4.3 MJ bio-energy. All values do not include the CV of timber product and exclude carbon storage.,
Glue Laminated timber ,Kilogram,12.00,,,,0.84,0.490,0.42,0.45,Includes 4.9 MJ bio-energy.,
Hardboard,Kilogram,16.00,,,,1.05,0.435,0.51,0.58,Hardboard is a type of fibreboard with a density above 800 kg/m3. Includes 5.6 MJ bio-energy.,
Laminated Veneer Lumber,Kilogram,9.50,,,,0.63,0.348,0.32,0.33,Includes 3.5 MJ bio-energy.,150
MDF,Kilogram,11.00,,,,0.72,0.433,0.35,0.39,Wide density range (350-800 kg/m3). Includes 3.8 MJ bio-energy.,
Oriented Strand Board (OSB) ,Kilogram,15.00,,,,0.96,0.463,0.45,0.54,Estimated from References. Includes 5.9 MJ bio-energy.,103-150
Particle Board,Kilogram,14.50,,,,0.84,0.490,0.32,0.54,"Very large data range, difficult to select appropriate values. Modified from CORRIM reports. Includes 3.2 MJ bio-energy (uncertain estimate).",
Plywood,Kilogram,15.00,,,,1.07,0.493,0.45,0.65,Includes 7.1 MJ bio-energy.,
Sawn Hardwood,Kilogram,10.40,,,,0.86,0.365,0.24,0.63,"It was difficult to select values for hardwood, the data was estimated from the CORRIM studies. Includes 6.3 MJ bio-energy.",88
Sawn Softwood,Kilogram,7.40,,,,0.58,0.295,0.20,0.39,Includes 4.2 MJ bio-energy.,
Veneer Particleboard (Furniture),Kilogram,23.00,,,,,,,,Unknown split of fossil based and biogenic fuels.,
Tin Coated Plate (Steel),Kilogram,36.95,,19.20,54.7,2.00,,,,,
Tin,Kilogram,250.00,,,,13.50,14.47,,,"lack of modern data, large data range",
Virgin Titanium,Kilogram,553.00,,361.00,745,29.40,31.55,20.60,42.50,"lack of modern data, large data range, small sample size",
Recycled Titanium,Kilogram,258.00,,,,13.70,14.70,,,"lack of modern data, large data range, small sample size",
Vinyl Flooring,Kilogram,68.60,,,,2.61,3.19,,,"23.58 MJ/kg Feedstock Energy  (Included), Same value as PVC calendered sheet. Note: the book version of ICE contains the wrong values. These values are up to date",
Vinyl Composite Tiles (VCT),Kilogram,13.70,,,,,,,,,94
Zinc,Kilogram,53.10,,,,2.88,3.09,,,"Uncertain carbon estimates, currently estimated from typical UK industrial fuel mix. Recycled content of general Zinc 30%.",
Virgin Zinc,Kilogram,72.00,,,,3.90,4.18,,,,
Recycled Zinc,Kilogram,9.00,,,,0.49,0.52,,,,
Monocrystalline PV Modules,qudt:SquareMeter,4750.00,,2590.00,8640,242.00,,,,Embodied carbon estimated from typical UK industrial fuel mix. This is not an ideal method.,
Polycrystalline PV Modules,qudt:SquareMeter,4070.00,,1945.00,5660,208.00,,,,,
Thin Film PV Modules,qudt:SquareMeter,1305.00,,,1805,67.00,,,,,
Asphalt road - Hot construction method - 40 yrs,qudt:SquareMeter,2509.00,,,,93.00,99.00,,,"730 Feedstock Energy  (Included). For more detailed data see reference. (Swedish study). The data in this report was modified to fit within the ICE framework. Includes all sub-base layers to construct a road. Sum of construction, maintenance, operation.",147
    Construction,qudt:SquareMeter,1069.00,,,,30.90,32.80,,,480 Feedstock Energy  (Included),
    Maintenance - 40 yrs,qudt:SquareMeter,471.00,,,,11.60,12.30,,,250 Feedstock Energy  (Included),
    Operation - 40 yrs,qudt:SquareMeter,969.00,,,,50.80,54.00,,,"Swedish scenario of typical road operation, includes street and traffic lights (95% of total energy), road clearing, sweeping, gritting and snow clearing. ",
Asphalt road - Cold construction method - 40 yrs,qudt:SquareMeter,3030.00,,,,91.00,97.00,,,"1,290 MJ/kg Feedstock Energy  (Included). Sum of construction, maintenance, operation.",
    Construction,qudt:SquareMeter,825.00,,,,26.50,28.20,,,320 Feedstock Energy  (Included),
    Maintenance - 40 yrs,qudt:SquareMeter,1556.00,,,,13.90,14.80,,,970 Feedstock Energy  (Included),
    Operation - 40 yrs,qudt:SquareMeter,969.00,,,,50.80,54.00,,,See hot rolled asphalt.,
Concrete road - 40 yrs,qudt:SquareMeter,2084.00,,,,142.00,,,,"Sum of construction, maintenance, operation.",
    Construction,qudt:SquareMeter,885.00,,,,77.00,,,,,
    Maintenance - 40 yrs,qudt:SquareMeter,230.00,,,,14.70,,,,,
    Operation - 40 yrs,qudt:SquareMeter,969.00,,,,50.80,,,,"Swedish scenario of typical road operation, includes street and traffic lights (95% of total energy), and also road clearing, sweeping, gritting and snow clearing. ",
1.2mx1.2m Single Glazed Timber Framed Window,piece,286.00,,,,14.60,,,,Embodied carbon estimated from typical UK industrial fuel mix,
1.2mx1.2m Double Glazed (Air or Argon Filled) Window,piece,,,,,,,,,Embodied carbon estimated from typical UK industrial fuel mix,
Aluminium Framed Window,piece,5470,,,,279,,,,Embodied carbon estimated from typical UK industrial fuel mix,
PVC Framed Window,piece,2310.00,,2150.00,2470,118.00,,,,Embodied carbon estimated from typical UK industrial fuel mix,
Aluminium-Clad Timber Framed Window,piece,1205.00,,950.00,1460,61.50,,,,Embodied carbon estimated from typical UK industrial fuel mix,
Timber Framed Window,piece,360.00,,230.00,490,18.50,,,,Embodied carbon estimated from typical UK industrial fuel mix,
1.2mx1.2m Single Glazed Timber Framed Window (Argon-Filled),piece,796.00,,,,40.60,,,,Embodied carbon estimated from typical UK industrial fuel mix,
1.2mx1.2m Double Glazed (Air or Argon Filled) Window,piece,,,,,,,,,Embodied carbon estimated from typical UK industrial fuel mix,
Aluminium Framed Window (Argon-Filled),piece,5980,,,,279+26,,,,Embodied carbon estimated from typical UK industrial fuel mix,
PVC Framed Window (Argon-Filled),piece,2820.00,,,,144.00,,,,Embodied carbon estimated from typical UK industrial fuel mix,
Aluminium-Clad Timber Framed Window (Argon-Filled),piece,1715.00,,,,87.50,,,,Embodied carbon estimated from typical UK industrial fuel mix,
Timber Framed Window (Argon-Filled),piece,870.00,,,,44.50,,,,Embodied carbon estimated from typical UK industrial fuel mix,
1.2mx1.2m Single Glazed Timber Framed Window (Xenon-Filled),piece,4786.00,,,,243.60,,,,Embodied carbon estimated from typical UK industrial fuel mix,
1.2mx1.2m Double Glazed (Air or Argon Filled) Window (Xenon-Filled),piece,,,,,,,,,Embodied carbon estimated from typical UK industrial fuel mix,
Aluminium Framed Window (Xenon-Filled),piece,9970,,,,508,,,,Embodied carbon estimated from typical UK industrial fuel mix,
PVC Framed Window (Xenon-Filled),piece,6810.00,,2150.00,2470,347.00,,,,Embodied carbon estimated from typical UK industrial fuel mix,
Aluminium-Clad Timber Framed Window (Xenon-Filled),piece,5705.00,,950.00,1460,290.50,,,,Embodied carbon estimated from typical UK industrial fuel mix,
Timber Framed Window (Xenon-Filled),piece,4860.00,,230.00,490,247.50,,,,Embodied carbon estimated from typical UK industrial fuel mix,
,,,,,,,,,,,